,id,name,location,description,slug,sponsored,website,global_rank,financials,student_loan_available,campus_student_life,number_of_students,student_to_faculty_ratio,international_student_ratio,housing_availability,admissions_contact,admissions_phone,contact_person,admissions_page_link,immigration_support,university_campuses
11,417,Dong Thap University,704,"Dong Thap University is a public, multidisciplinary university located in Cao Lãnh city, Đồng Tháp province, Vietnam. Established in 2003, it is a key institution for teacher education in the Mekong Delta region and offers a range of undergraduate and graduate programs. The university is known for its commitment to quality education and research, with a focus on contributing to the socio-economic development of the region.",dong-thap-university,0,https://www.dthu.edu.vn/,,,0,"The university has a rural campus located in Cao Lãnh. It offers various facilities and services for students, including a library, and various centers for professional development and student support. Student life includes participation in clubs and organizations, such as the Summer Volunteer Student Campaign, and engagement in academic and cultural events.",8000,,0,0,dhdt@dthu.edu.vn,+84 2773 881518,,https://www.dthu.edu.vn/en/admissions,0,1
12,407,Duy Tan University,704,"Duy Tan University is a private, multidisciplinary research university located in Da Nang, Vietnam, founded on November 11, 1994. It is recognized as the first and largest private university in Central Vietnam and is known for its focus on applied sciences and technology, with a strong emphasis on international collaborations and partnerships.",duy-tan-university,0,https://duytan.edu.vn/,QS 482,VND 12m-46m ($500-1900),0,"Duy Tan University operates across six campuses in Da Nang, with its largest campus covering over 33,977 square meters. The university provides a range of facilities including libraries, computer labs, and student accommodation. It fosters student engagement through various clubs and organizations, encouraging personal growth and leadership development.",70000,22.7,0,0,tt-tinhoc@duytan.edu.vn,+84 236 3650 403,,http://tuyensinh.duytan.edu.vn,0,1
13,426,Electric Power University,704,"Electric Power University (EPU) is a public university in Hanoi, Vietnam, established in 2006. It is a leading institution for training and research in the power sector, providing high-quality human resources for Vietnam's energy industry. EPU is also recognized as a significant research center for science and technology within the energy field.",electric-power-university,0,http://en.epu.edu.vn,,,0,"EPU has campuses in Hanoi and Soc Son, Vietnam. The university offers training in 18 undergraduate and 7 graduate disciplines. It provides various training courses and is involved in scientific research and international cooperation. The university has a student body of approximately 10,000 students.",10000,,0,0,hc@epu.edu.vn,+84 24 2218 5629,,http://en.epu.edu.vn/lien-he,0,1
14,441,FPT University,704,"FPT University is a private, for-profit university in Vietnam, founded in 2006. It is a member of the FPT Group and has multiple campuses across Vietnam, with its main campus in Hanoi. The university is known for its focus on Information Technology and Business Administration, with a strong emphasis on practical learning and industry connections.",fpt-university,0,https://daihoc.fpt.edu.vn/,THE 301-400,VND 25.3m-28.7m per semester ($1000-1200 per semester) ($4000-4800 per year),0,"FPT University has multiple campuses in Hanoi, Ho Chi Minh City, Da Nang, Can Tho, and Quy Nhon. The Hanoi campus, located in Hoa Lac Hi-Tech Park, features a canteen, restaurants, a library, and a sports center, with dormitories available. Other campuses also offer modern facilities, including well-equipped classrooms and laboratories. The university provides various academic and non-academic services, including a library, housing, sports facilities, and study abroad programs.",30000,,0,0,tuyensinh@fpt.edu.vn,+84 24 7300 7300,,https://daihoc.fpt.edu.vn/en/admission/,0,1
15,410,Foreign Trade University,704,"Foreign Trade University (FTU) is a public university established in 1960, located in Hanoi, Vietnam, with satellite campuses in Ho Chi Minh City and Quang Ninh. It is recognized as one of Vietnam's most prestigious universities, known for its strong programs in economics, business administration, finance, banking, and foreign languages. FTU is highly selective, with a competitive admission process.",foreign-trade-university,0,https://www.ftu.edu.vn/,QS 451-500,VND 45m-85m ($1800-3400),0,"FTU has campuses in Hanoi, Ho Chi Minh City, and Quang Ninh. The university provides various academic and non-academic facilities and services, including a library, housing, sports facilities, and opportunities for study abroad and exchange programs. Students can also participate in a range of extracurricular activities, from athletics to community service.",25000,,0,0,qhqt@ftu.edu.vn,+84 24 3259 5158,,https://www.ftu.edu.vn/,0,1
16,452,Fulbright University Vietnam,704,"Fulbright University Vietnam is a private, nonprofit liberal arts university located in Ho Chi Minh City, Vietnam. Founded in 2016, it is one of Vietnam's first private, nonprofit institutions of higher education, offering undergraduate and graduate programs rooted in the American liberal arts tradition. The university is known for its focus on continuous innovation and addressing local and global challenges through its academic programs.",fulbright-university-vietnam,0,https://fulbright.edu.vn/,,"VND 467.6m ($18,300-18,300)",0,"Fulbright University Vietnam is developing its permanent campus in the Saigon Hi-Tech Park, with current facilities in District 7 of Ho Chi Minh City. Students live on-campus in residence dorms, sharing rooms. The university offers a variety of student clubs, including debate, theater, and badminton, and emphasizes student engagement through programs and events that foster holistic development.",832,,0,0,apply@fulbright.edu.vn,+84 28 7303 7788,,https://apply.fulbright.edu.vn/,0,1
17,438,Haiphong University,704,"Haiphong University is a public university located in Haiphong, Vietnam. It was established in its current form in 2004, evolving from earlier educational institutions dating back to 1959. The university offers a wide range of undergraduate and postgraduate programs across various disciplines.",haiphong-university,0,https://dhhp.edu.vn/,,,0,"Haiphong University has three campuses, with the main campus in Kien An District covering 28 hectares and housing the administration, academic departments, lecture halls, a central library, and a student dormitory. Two additional campuses are located in Ngo Quyen District.",,,0,0,,,,,0,1
18,428,Hanoi Architectural University,704,"Hanoi Architectural University is a non-profit public higher education institution located in Hanoi, Vietnam. Established in 1969, it is recognized as a leading university in architecture, urban planning, and civil engineering education and research in the country.",hanoi-architectural-university,0,https://hau.edu.vn/,,VND 15.2m-18.5m ($597-$727),0,"The main campus of Hanoi Architectural University is situated on Nguyen Trai Street, Thanh Xuan District, Hanoi. The university provides academic and non-academic facilities including a library and sports facilities. It also offers study abroad and exchange programs for students.",16100,20:1,0,0,pth@hau.edu.vn,+84 24 3854 1616,,https://hau.edu.vn/tuyen-sinh,0,1
19,418,Hanoi Medical University,704,"Hanoi Medical University is a public institution located in Hanoi, Vietnam, founded in 1902 as the Indochina Medical College. It is recognized as Vietnam's oldest university and a leading institution for medical education, research, and healthcare training. The university is known for its rigorous academic standards and for producing highly qualified professionals for the health sector.",hanoi-medical-university,0,https://hmu.edu.vn/,THE 801-1000,VND 15m-55.2m ($590-$2170),0,"The main campus of Hanoi Medical University is situated at No. 1 Ton That Tung Street, Dong Da District, Hanoi, spanning 146,686 square meters. It features 11 auditoriums, 53 classrooms, and two libraries. The university is closely integrated with Hanoi's healthcare ecosystem, with proximity to major teaching hospitals like Bach Mai Hospital, and offers student housing and sports facilities.",6500,,0,0,daihocyhn@hmu.edu.vn,+84 24 38523798,,https://hmu.edu.vn/,0,1
20,411,Hanoi National University of Education,704,"Hanoi National University of Education (HNUE) is a public university in Hanoi, Vietnam, established in 1951. It is one of the largest higher education institutions in the country and is known for training high-quality teachers and conducting advanced scientific research, particularly in education science. HNUE plays a crucial role in shaping Vietnam's educational landscape.",hanoi-national-university-of-education,0,https://english.hnue.edu.vn/,,VND 15.9m-18.5m ($600-700),0,"The university's main campus is located in the Cau Giay District of Hanoi and features modern classrooms, laboratories, and research facilities. HNUE has a comprehensive library system and invested in IT infrastructure. Student life includes various clubs for sports, arts, and culture, as well as opportunities for cultural exchange and excursions to historical sites. Dormitories are available for students, including international students.",14915,12.7,0,0,,+84 (4) 375 47823,,,0,1
21,408,Hanoi University,704,"Hanoi University (HANU) is a public university established in 1959, initially focusing on foreign language training and research. It has since evolved into a multidisciplinary institution offering programs primarily taught in foreign languages, with a strong emphasis on linguistics, international studies, and business-related fields. The university is located in Hanoi, Vietnam.",hanoi-university,0,https://hanu.edu.vn/,,VND 170m-210m ($7300-9100),0,"Hanoi University features a campus with buildings painted in different colors, a well-equipped outdoor sports field, and on-campus dormitories. The campus also includes the Hanoi Library, providing resources for students, and surrounding shops catering to student needs. Student life is enriched by various club activities, faculty events, and university-wide celebrations like the annual orientation and birthday celebration.",14000,,0,0,tuyensinh@hanu.edu.vn,+84 24 3854 4338,,https://hanu.edu.vn/,0,1
22,425,Hanoi University of Industry,704,"Hanoi University of Industry (HaUI) is a public university founded in 1898, making it one of Vietnam's oldest technical institutions. It is a leading application-oriented university known for providing high-quality graduates to support the country's industrialization and modernization. HaUI offers a wide range of programs across multiple disciplines and education levels.",hanoi-university-of-industry,0,https://www.haui.edu.vn/,,VND 30m ($1200-1200),0,"HaUI has three campuses with a total area of nearly 50 hectares, equipped with modern facilities including lecture halls, computer labs, foreign language classrooms, workshops, gymnasiums, and sports fields. The university also features an e-library with a collection of approximately 400,000 titles and provides modern dormitory facilities, canteens, and healthcare services for students.",60000,,0,0,dhcnhn@haui.edu.vn,+84 24 7655 121,,https://www.haui.edu.vn/en/admissions,0,1
23,409,Hanoi University of Mining and Geology,704,"Hanoi University of Mining and Geology (HUMG) was established in 1966 and is a public higher education institution in Hanoi, Vietnam. It specializes in training technical experts for the exploration and exploitation of natural resources, and is also a center for research and technology transfer in fields such as geology, petroleum, surveying, and mining. The university offers a range of programs including theoretical sciences, information technology, and business administration.",hanoi-university-of-mining-and-geology,0,http://en.humg.edu.vn/,,,0,"HUMG has three campuses located in Hanoi, Quang Ninh, and Vung Tau. The main campus in Hanoi is equipped with modern facilities including classrooms, research centers, laboratories, and a library. The university fosters a vibrant student community with various clubs and extracurricular activities, and provides opportunities for hands-on training and research.",29000,,0,0,ic@humg.edu.vn,+84 24 37 52 08 35,,http://en.humg.edu.vn/,0,1
24,419,Hanoi University of Pharmacy,704,"Hanoi University of Pharmacy (HUP) is a public higher education institution in Hanoi, Vietnam, specializing in pharmaceutical sciences, education, and research. Established in 1902, it is the country's only dedicated pharmacy university and plays a key role in Vietnam's healthcare sector. HUP offers undergraduate and postgraduate programs and is recognized for its contributions to pharmaceutical education and research.",hanoi-university-of-pharmacy,0,https://hup.edu.vn/en,,VND 17.1m-27.6m ($730-1180),0,"The main campus of Hanoi University of Pharmacy is located at 13-15 Le Thanh Tong Street in the Hoan Kiem District of Hanoi. The university provides a library and sports facilities for students. It also engages in international cooperation and exchange programs, hosting international students and sending its faculty abroad for further training.",4078,,0,0,qldt@hup.edu.vn,+84 24 3825 4539,,,0,1
25,420,Hanoi University of Public Health,704,"Hanoi University of Public Health (HUPH) is a public university in Hanoi, Vietnam, established in 2001. It specializes in public health training and research, with a focus on epidemiology, health management, nutrition, and environmental health. HUPH is recognized for its contributions to Vietnam's public health workforce development and policy.",hanoi-university-of-public-health,0,https://huph.edu.vn/,,,0,"HUPH has a single, well-equipped urban campus in Hanoi. The university offers a vibrant student life with various clubs, academic societies, and volunteer groups focused on health promotion. It also hosts annual cultural festivals and sporting events, and provides comprehensive student support services, including on-campus housing and recreational facilities.",3000,,0,0,nth1@huph.edu.vn,+844 6 266 2335,,https://huph.edu.vn/english/,0,1
26,405,Hanoi University of Science and Technology,704,"Hanoi University of Science and Technology (HUST) is the first and largest technical university in Vietnam, established in 1956. It is a multidisciplinary institution known for its research-oriented approach and strong ties with industry, offering a wide range of undergraduate and postgraduate programs in STEM fields. HUST has been recognized for its quality of teaching and research, with programs certified by the HRCES agency.",hanoi-university-of-science-and-technology,0,https://en.hust.edu.vn/,QS 1201-1400,VND 45m-91.9m ($1900-3900),0,"The university has a 26-hectare campus located in the heart of Hanoi, making it one of the largest university campuses in the city. HUST provides accommodation in its dormitories, which can house over 4,000 students, and also assists students in finding off-campus housing. The campus features numerous laboratories for training and research, and student life is supported by various clubs and organizations.",34300,15:1,0,0,tuyensinh@hust.edu.vn,+84 24 3868 3407,,https://en.hust.edu.vn/admissions,0,1
27,401,Ho Chi Minh City International University,704,"Ho Chi Minh City International University (HCMIU) is the first public research university in Vietnam offering programs entirely in English. Established in 2003, it is affiliated with Vietnam National University, Ho Chi Minh City, and is recognized as a leading institution for academic and research excellence. HCMIU provides undergraduate and postgraduate programs in various fields, including business, engineering, and sciences.",ho-chi-minh-city-international-university,0,https://www.hcmiu.edu.vn/,,VND 50m-67m ($2000-2600),0,"The university's main campus is located in Thu Duc City, Ho Chi Minh City, covering 11.52 hectares. It features well-equipped facilities such as modern laboratories, lecture halls, and a library. Students have access to various services and can participate in diverse social activities and student organizations, contributing to a lively campus environment. Dormitory services are also available for students.",9000,33:1,0,0,cim@hcmiu.edu.vn,+84 (028) 37244270,,https://www.hcmiu.edu.vn/contact-us,0,1
28,413,Ho Chi Minh City University of Agriculture and Forestry,704,"Ho Chi Minh City University of Agriculture and Forestry (HCMUAF), also known as Nong Lam University, is a public research university established in 1955 in Ho Chi Minh City, Vietnam. It specializes in agriculture, forestry, environmental sciences, and related fields, and is known for its role in training professionals for sustainable agricultural and natural resource management. The university offers a wide range of undergraduate, master's, and doctoral programs across 12 faculties. [2, 5, 10]",ho-chi-minh-city-university-of-agriculture-and-forestry,0,https://www.hcmuaf.edu.vn/,,,0,"The main campus of HCMUAF is located in Thu Duc District, on the outskirts of Ho Chi Minh City, covering 118 hectares with a semi-rural setting. The university features over 60 specialized laboratories, 14 research and application centers, and the Research Institute for Biotechnology and Environment (RIBE). It also provides academic and non-academic facilities including a library, housing, and sports facilities, and participates in international exchange programs. [2, 5, 15]",18000,10:1,0,0,nnthuy@hcmuaf.edu.vn,+84 83 8966946,,,0,1
29,461,Ho Chi Minh City University of Economics and Finance,704,"Ho Chi Minh City University of Economics and Finance (UEF) is a private university established on September 24, 2007, in Ho Chi Minh City, Vietnam. It aims to be a leading university in Vietnam, achieving international academic standards in economics, finance, and related fields.",ho-chi-minh-city-university-of-economics-and-finance,0,https://www.uef.edu.vn,,,0,"UEF has two campuses located in the heart of Ho Chi Minh City. The main campus at 141-145 Dien Bien Phu features a 23-story building, while another campus at 276-282 Dien Bien Phu is a 16-story building. Facilities include modern classrooms, IT labs, a library, a self-studying area, and a fitness center.",,,0,0,tuyensinh@uef.edu.vn,+84 28 5422 5555,,https://www.uef.edu.vn/tuyen-sinh/dai-hoc/thong-tin-tuyen-sinh-dai-hoc-danh-cho-thi-sinh-quoc-te-nam-2026,0,1
30,422,Ho Chi Minh City University of Fine Arts,704,"The Ho Chi Minh City University of Fine Arts (HCMUFA) is a public higher education institution in Ho Chi Minh City, Vietnam, focused on training, research, and preservation of fine arts. It traces its origins to the Gia Dinh Drawing School founded in 1913 and is known for its programs in painting, graphics, sculpture, and design. The university serves as a leading center for artistic education in southern Vietnam.",ho-chi-minh-city-university-of-fine-arts,0,http://www.hcmufa.edu.vn/,,VND 13.5m ($600-700) per academic year,0,"The university is located in Binh Thanh District, Ho Chi Minh City, on a compact urban campus that has evolved from its colonial-era origins. Key facilities include administrative halls, dedicated studio complexes for various art disciplines, and the Artspace Gallery for exhibitions. The central library houses a collection focused on Vietnamese and international art history, including rare colonial-era texts.",,,0,0,daotao@hcmufa.edu.vn,+84 28 3841 6010,,,0,1
31,459,Ho Chi Minh City University of Foreign Languages and Information Technology,704,"Ho Chi Minh City University of Foreign Languages and Information Technology (HUFLIT) is a private, multi-disciplinary higher education institution located in Ho Chi Minh City, Vietnam. It was initially founded in 1992 as the Saigon School of Foreign Languages and Information – Information Technology, and was upgraded and renamed HUFLIT in 1994. The university is known for educating and training professionals with strong foreign language and information technology skills, along with practical and professional expertise to meet market demands.",ho-chi-minh-city-university-of-foreign-languages-and-information-technology,0,https://huflit.edu.vn/,,VND 33m ($1270-$1375),0,"HUFLIT operates four campuses, with three situated in the city center and one in Hoc Mon District, all equipped with modern facilities. These include specialized practice rooms such as a Moot Court Room and a Hotel & Tourism Practice Floor, as well as a gym, library, study areas, and sports courts. The university fosters a dynamic student life through various clubs, including English, Computer Science, Korean, Japanese, Futsal, and Basketball clubs, and organizes events for cultural exchange, academic advancement, and volunteering. While HUFLIT does not have on-campus dormitories, it assists international students in finding nearby accommodation.",,,0,0,tuyensinh@huflit.edu.vn,+84 1900 2800,,https://tuyensinh.huflit.edu.vn,0,1
32,431,Ho Chi Minh City University of Information Technology,704,"The Ho Chi Minh City University of Information Technology (UIT) is a public university and a member of Vietnam National University, Ho Chi Minh City. Established in 2006, it is a leading institution in Vietnam specializing in training and research in information and communication technology. UIT is known for its focus on high-quality human resource development and pioneering scientific research in IT-related fields.",ho-chi-minh-city-university-of-information-technology,0,https://www.uit.edu.vn/,,VND 37m-140m ($1480-5600),0,"UIT has a suburban campus located in Ho Chi Minh City, with modern infrastructure including lecture halls, laboratories, and a library. The university provides a dormitory for students and offers various academic and non-academic facilities and services. Students have access to computer rooms, a banking activities simulation room, and sports facilities like a gymnasium, tennis court, and fields for football and badminton.",10000,20:1,0,0,info@uit.edu.vn,+84 (08) 372 52002,,https://www.uit.edu.vn/en/contact,0,1
33,412,Ho Chi Minh City University of Law,704,"Ho Chi Minh City University of Law (ULAW) is a public, non-profit higher education institution established in 1996. It is recognized as one of Vietnam's leading universities for legal education and training, playing a significant role in legal research and advisory for the government. The university offers undergraduate and postgraduate programs in various law specializations.",ho-chi-minh-city-university-of-law,0,https://www.hcmulaw.edu.vn/,,VND 18m-49.5m ($700-1900),0,"The university has multiple campuses in Ho Chi Minh City, including a main campus in District 4 which houses the administration, library, and student facilities. It features a comprehensive law library with a large collection of books and digital resources, and also provides academic and non-academic services for students. Student organizations and legal forums are supported to enhance professional development.",,,0,0,,+84 28 3940 0989,,,0,1
34,399,Ho Chi Minh City University of Science,704,"The Ho Chi Minh City University of Science (HCMUS) is a public research university established in 1941, located in Ho Chi Minh City, Vietnam. It is a member of Vietnam National University, Ho Chi Minh City, and focuses on science, technology, and interdisciplinary fields, aiming to be a leading institution in Southeast Asia for science education and research. The university offers undergraduate, master's, and doctoral degrees.",ho-chi-minh-city-university-of-science,0,https://www.hcmus.edu.vn/,QS 901-950,VND 32.6m-70m ($1300-2800),0,"HCMUS has an urban campus, providing students with proximity to the city's amenities and opportunities for internships and part-time jobs. The university provides facilities such as a library and sports facilities. It also engages in international exchange programs to foster global communication among students.",20000,25:1,0,0,contact@sci.edu.vn,,,,0,1
35,400,Ho Chi Minh City University of Social Sciences and Humanities,704,"The Ho Chi Minh City University of Social Sciences and Humanities (HCMUSSH) is a public university and a member of Vietnam National University, Ho Chi Minh City. Established in 1957, it is a leading institution in Vietnam for social sciences and humanities, known for offering specialized programs and conducting research in these fields. It is considered the largest training and research center for social sciences and humanities in Southern Vietnam.",ho-chi-minh-city-university-of-social-sciences-and-humanities,0,https://hcmussh.edu.vn/,QS 601-800,VND 13m-60m ($550-2500) per academic year,0,"The university has a well-maintained and clean urban campus located in Ho Chi Minh City. It offers various academic and non-academic facilities, including a library with a diverse collection, sports grounds, and numerous student clubs and organizations. Student life is enriched by intercultural activities due to a diverse student body, including international students, and opportunities for engagement in extracurricular activities, internships, and community service.",22000,,0,0,hcth@hcmussh.edu.vn,+84 28 3829 3828,,https://hcmussh.edu.vn/,0,1
36,397,Ho Chi Minh City University of Technology,704,"Ho Chi Minh City University of Technology (HCMUT) is a public research university in Ho Chi Minh City, Vietnam, established in 1957. It is a key member of Vietnam National University, Ho Chi Minh City, and is known for its focus on high technology, engineering, and applied sciences. HCMUT is recognized for its international accreditations and commitment to research and innovation.",ho-chi-minh-city-university-of-technology,0,https://hcmut.edu.vn/en/,,VND 20m-40m ($800-1600),0,"HCMUT operates two campuses: a main campus in District 10 and a second campus in Di An City, Binh Duong Province. The university provides modern facilities for teaching and research, including libraries and laboratories. Student life includes various clubs and organizations, and the university offers support services and housing options.",26408,,0,0,admission@oisp.edu.vn,+84 28 3864 2359,,https://oisp.edu.vn/en/admission/,0,1
37,414,Ho Chi Minh City University of Technology and Education,704,"Ho Chi Minh City University of Technology and Education (HCMUTE) is a public university located in Ho Chi Minh City, Vietnam, established in 1962. It is recognized as one of the top technical universities in Vietnam and is known for its focus on technical education, teacher training, and applied sciences. The university offers a wide range of undergraduate and graduate programs in fields such as engineering, technology, and education.",ho-chi-minh-city-university-of-technology-and-education,0,https://en.hcmute.edu.vn/,,,0,"The university is situated in Thủ Đức Ward, approximately 10 km northeast of downtown Ho Chi Minh City. HCMUTE provides students with academic and non-academic facilities, including a library, housing, sports facilities, and opportunities for study abroad programs. It also offers online courses and distance learning options.",30000,,0,0,,,,,0,1
38,457,Hoa Sen University,704,"Hoa Sen University (HSU) is a private university located in Ho Chi Minh City, Vietnam. Established in 1991 as the School of Foreign Languages and Information Technology, it was officially upgraded to a university in 2006. HSU is known for its liberal education philosophy, international accreditations, and a dynamic learning environment deeply connected to real-world business practices.",hoa-sen-university,0,https://www.hoasen.edu.vn/,,VND 61.2m-66m ($2400-$2600),0,"The university operates across multiple campuses in Ho Chi Minh City, including the Nguyen Van Trang Headquarters, Cao Thang, Thanh Thai, and Quang Trung campuses, all equipped with modern facilities such as libraries and computer labs. Student life is vibrant with over 30 diverse clubs covering academic, artistic, and sports interests, alongside numerous events and practical experience opportunities.",15000,,0,0,tuyensinh@hoasen.edu.vn,+84 28 7309 1991,,https://www.hoasen.edu.vn/tuyensinh/,0,1
39,442,Hong Bang International University,704,"Hong Bang International University (HIU) is a private, non-profit higher education institution founded in 1997 in Ho Chi Minh City, Vietnam. It offers a wide range of undergraduate, graduate, and doctoral programs across various fields, with a particular strength in Health Sciences. HIU is known for its commitment to international standards and applied research.",hong-bang-international-university,0,https://hiu.vn/,,"VND 55m-210m ($2,200-8,400)",0,"HIU has two campuses in Ho Chi Minh City, featuring modern infrastructure including well-equipped classrooms, laboratories, and libraries. The university provides various academic and non-academic facilities and services, such as sports facilities, financial aid, study abroad programs, and administrative services. Student life is enriched by a variety of cultural, social, sporting, and recreational activities, including numerous student clubs and organizations.",15000,15:1,0,0,Tuyensinh@hiu.vn,+84 28 7770 3456,,https://hiu.vn/admission,0,1
